10.109.99.75,20/Oct/2012:06:37:57+0000,Episode%2B7_%2BA%2BShocking%2BOccurrence.mp3,-,24391117,E67717521843DFB8
184.97.132.8,16/Oct/2012:14:13:56+0000,DO-001.mp3,65105,25683092,F5B9285DEA42C13D
184.97.132.8,16/Oct/2012:14:13:57+0000,DO-001.mp3,62209,25683092,F7DD04608E405023
184.97.132.8,16/Oct/2012:14:13:57+0000,DO-001.mp3,88218,25683092,BF418E4DFBD02549
184.97.132.8,16/Oct/2012:14:13:58+0000,DO-001.mp3,89666,25683092,C94B105E87ABAB6D
184.97.132.8,16/Oct/2012:14:13:59+0000,DO-001.mp3,65105,25683092,FB9FE4B76A8BF73D
184.97.132.8,16/Oct/2012:14:13:59+0000,DO-001.mp3,72950,25683092,2EEA19F0BF17468A
184.97.132.8,16/Oct/2012:14:14:00+0000,DO-001.mp3,105649,25683092,F56B42417042FFB9
184.97.132.8,16/Oct/2012:14:14:01+0000,DO-001.mp3,65105,25683092,9F3372FE77DDE50D
184.97.132.8,16/Oct/2012:14:14:02+0000,DO-001.mp3,105649,25683092,067F01542FF43D46
184.97.132.8,16/Oct/2012:14:14:02+0000,DO-001.mp3,106075,25683092,33176178B9A96EC1
184.97.132.8,16/Oct/2012:14:14:03+0000,DO-001.mp3,105594,25683092,D4AA1F54B0B096AF
184.97.132.8,16/Oct/2012:14:14:03+0000,DO-001.mp3,68001,25683092,62D3CA16926F689C
184.97.132.8,16/Oct/2012:14:14:04+0000,DO-001.mp3,44833,25683092,4C4BE322B68B5603
184.97.132.8,16/Oct/2012:14:14:05+0000,DO-001.mp3,69449,25683092,0BD4E5D7389A97E5
184.97.132.8,16/Oct/2012:14:14:06+0000,DO-001.mp3,60761,25683092,A68ED4E44A6DFEB0
184.97.132.8,16/Oct/2012:14:14:06+0000,DO-001.mp3,89666,25683092,4DA7C466EDB6ED1C
184.97.132.8,16/Oct/2012:14:14:07+0000,DO-001.mp3,89721,25683092,70A43CECBDFCC76B
184.97.132.8,16/Oct/2012:14:14:08+0000,DO-001.mp3,54914,25683092,3F4080913905241D
184.97.132.8,16/Oct/2012:14:14:08+0000,DO-001.mp3,89666,25683092,56371DB317EC232B
184.97.132.8,16/Oct/2012:14:14:09+0000,DO-001.mp3,66553,25683092,20A50E3754FCC3BE
184.97.132.8,16/Oct/2012:14:14:10+0000,DO-001.mp3,105594,25683092,E4FC6A47CE7BBAD4
184.97.132.8,16/Oct/2012:14:14:11+0000,DO-001.mp3,72290,25683092,C8429A7485D9CE12
184.97.132.8,16/Oct/2012:14:14:11+0000,DO-001.mp3,80978,25683092,A64A7E8F198F174A
184.97.132.8,16/Oct/2012:14:14:12+0000,DO-001.mp3,65105,25683092,8580E421A7455944
184.97.132.8,16/Oct/2012:14:14:13+0000,DO-001.mp3,102753,25683092,CA3E989C08B0CA16
184.97.132.8,16/Oct/2012:14:14:13+0000,DO-001.mp3,89666,25683092,23541A1259099962
184.97.132.8,16/Oct/2012:14:14:14+0000,DO-001.mp3,2602851,25683092,3EF75AFB1D0946C7
184.97.132.8,16/Oct/2012:14:14:15+0000,DO-001.mp3,101003,25683092,24770F17E4CE61EE
184.97.132.8,16/Oct/2012:14:14:15+0000,DO-001.mp3,62209,25683092,2F71FEB18C920EF1
184.97.132.8,16/Oct/2012:14:14:16+0000,DO-001.mp3,65105,25683092,98A89B18BA58831A
184.97.132.8,16/Oct/2012:14:14:16+0000,DO-001.mp3,89666,25683092,09BCEB220EE678A1
184.97.132.8,16/Oct/2012:14:14:17+0000,DO-001.mp3,89666,25683092,00CA587B7256FCC2
184.97.132.8,16/Oct/2012:14:14:18+0000,DO-001.mp3,72345,25683092,E4EE6F67B4193960
184.97.132.8,16/Oct/2012:14:14:18+0000,DO-001.mp3,81033,25683092,7E621ACFD0073ED1
184.97.132.8,16/Oct/2012:14:14:19+0000,DO-001.mp3,137450,25683092,2EA2F66D308170BE
184.97.132.8,16/Oct/2012:14:14:20+0000,DO-001.mp3,104146,25683092,34404F43AF856126
184.97.132.8,16/Oct/2012:14:14:20+0000,DO-001.mp3,72290,25683092,A7814365A76334F6
184.97.132.8,16/Oct/2012:14:14:21+0000,DO-001.mp3,2619337,25683092,E9E3E5558E57AFE9
184.97.132.8,16/Oct/2012:14:14:22+0000,DO-001.mp3,63602,25683092,D2F89466282F67FF
184.97.132.8,16/Oct/2012:14:14:22+0000,DO-001.mp3,65105,25683092,8624E8F525EA3ADD
184.97.132.8,16/Oct/2012:14:14:23+0000,DO-001.mp3,66553,25683092,C3FC23587ECCAF9E
184.97.132.8,16/Oct/2012:14:14:24+0000,DO-001.mp3,106493,25683092,6398116EF664E7A8
184.97.132.8,16/Oct/2012:14:14:24+0000,DO-001.mp3,72345,25683092,3964605C2151DCCE
184.97.132.8,16/Oct/2012:14:14:25+0000,DO-001.mp3,104146,25683092,F8CEE36C7A43363F
184.97.132.8,16/Oct/2012:14:14:25+0000,DO-001.mp3,72345,25683092,8EC539577F789C15
184.97.132.8,16/Oct/2012:14:14:26+0000,DO-001.mp3,3045168,25683092,B4C6472E2B84BFB5
184.97.132.8,16/Oct/2012:14:14:27+0000,DO-001.mp3,57260,25683092,63B2E7F41AD7874A
184.97.132.8,16/Oct/2012:14:14:27+0000,DO-001.mp3,78082,25683092,0FAFA1A82119DDCB
184.97.132.8,16/Oct/2012:14:14:28+0000,DO-001.mp3,105540,25683092,D3772D2BF2F49442
184.97.132.8,16/Oct/2012:14:14:29+0000,DO-001.mp3,102753,25683092,9920FB702D89AAF3
184.97.132.8,16/Oct/2012:14:14:29+0000,DO-001.mp3,72290,25683092,CCC4FCD4EC249E09
184.97.132.8,16/Oct/2012:14:14:30+0000,DO-001.mp3,104146,25683092,FA5BAA8861998B20
184.97.132.8,16/Oct/2012:14:14:30+0000,DO-001.mp3,72345,25683092,C973E05FBF9EE0DF
184.97.132.8,16/Oct/2012:14:14:31+0000,DO-001.mp3,65105,25683092,F394992AD9F59E50
184.97.132.8,16/Oct/2012:14:14:32+0000,DO-001.mp3,105594,25683092,4EA6C44AEDC6748B
184.97.132.8,16/Oct/2012:14:14:32+0000,DO-001.mp3,106492,25683092,F73B541D0105E1B8
184.97.132.8,16/Oct/2012:14:14:33+0000,DO-001.mp3,202500,25683092,CA0854CD9216721C
184.97.132.8,16/Oct/2012:14:14:34+0000,DO-001.mp3,105649,25683092,944D27ED112B93FA
184.97.132.8,16/Oct/2012:14:14:34+0000,DO-001.mp3,72345,25683092,1CCA2E603DC34837
184.97.132.8,16/Oct/2012:14:14:35+0000,DO-001.mp3,104201,25683092,EC10C877C09133CA
184.97.132.8,16/Oct/2012:14:14:36+0000,DO-001.mp3,105594,25683092,D4F4A0A32B7DCC83
184.97.132.8,16/Oct/2012:14:14:36+0000,DO-001.mp3,86770,25683092,ADA54679AEAB0CE3
184.97.132.8,16/Oct/2012:14:14:37+0000,DO-001.mp3,101250,25683092,E11425ACEB0B7CCE
184.97.132.8,16/Oct/2012:14:14:37+0000,DO-001.mp3,62154,25683092,DC3728A104D335A9
184.97.132.8,16/Oct/2012:14:14:38+0000,DO-001.mp3,71344,25683092,6C9FA39372EAF3A1
184.97.132.8,16/Oct/2012:14:14:39+0000,DO-001.mp3,121522,25683092,7B223A55F34DC22F
184.97.132.8,16/Oct/2012:14:14:39+0000,DO-001.mp3,89721,25683092,D3481D8905B87E8E
184.97.132.8,16/Oct/2012:14:14:40+0000,DO-001.mp3,60706,25683092,946421C9FCD0B29D
184.97.132.8,16/Oct/2012:14:14:41+0000,DO-001.mp3,130155,25683092,03627D760E5E0BE3
184.97.132.8,16/Oct/2012:14:14:42+0000,DO-001.mp3,1856189,25683092,A9280ED804948564
184.97.132.8,16/Oct/2012:14:14:42+0000,DO-001.mp3,78137,25683092,2E30A7F6C35CBD29
184.97.132.8,16/Oct/2012:14:14:43+0000,DO-001.mp3,167749,25683092,A963634C15F1F80A
184.97.132.8,16/Oct/2012:14:14:43+0000,DO-001.mp3,63657,25683092,D79010ACED4C9410
184.97.132.8,16/Oct/2012:14:14:44+0000,DO-001.mp3,318285,25683092,2A021A3765CD02B2
184.97.132.8,16/Oct/2012:14:14:45+0000,DO-001.mp3,105649,25683092,26FD4AFF90FF39B8
184.97.132.8,16/Oct/2012:14:14:45+0000,DO-001.mp3,78137,25683092,F13D0F1255D0F242
184.97.132.8,16/Oct/2012:14:14:46+0000,DO-001.mp3,106493,25683092,DC2F2F7F99850CA9
184.97.132.8,16/Oct/2012:14:14:47+0000,DO-001.mp3,106493,25683092,F2E119C569C88417
184.97.132.8,16/Oct/2012:14:14:47+0000,DO-001.mp3,63657,25683092,0DDE53F1B6092E57
184.97.132.8,16/Oct/2012:14:14:48+0000,DO-001.mp3,104146,25683092,B524273F3B3A18E6
184.97.132.8,16/Oct/2012:14:14:49+0000,DO-001.mp3,738955,25683092,3C76B63B54796FF6
184.97.132.8,16/Oct/2012:14:14:50+0000,DO-001.mp3,3727049,25683092,F7D8CAC2B1A1BFEF
184.97.132.8,16/Oct/2012:14:14:50+0000,DO-001.mp3,65105,25683092,F793644EDBEACE92
184.97.132.8,16/Oct/2012:14:14:51+0000,DO-001.mp3,112779,25683092,9320C4A2CFEE3B58
184.97.132.8,16/Oct/2012:14:14:52+0000,DO-001.mp3,101250,25683092,05B5E856FFFB71D9
184.97.132.8,16/Oct/2012:14:14:53+0000,DO-001.mp3,66498,25683092,107C496983C854FC
184.97.132.8,16/Oct/2012:14:14:53+0000,DO-001.mp3,80978,25683092,60F925D444308C2F
184.97.132.8,16/Oct/2012:14:14:54+0000,DO-001.mp3,88218,25683092,C894B4372BDBCEFF
184.97.132.8,16/Oct/2012:14:14:55+0000,DO-001.mp3,105649,25683092,E31E8FB574D3EFA1
184.97.132.8,16/Oct/2012:14:14:55+0000,DO-001.mp3,63657,25683092,B56FFED4467D4E9A
184.97.132.8,16/Oct/2012:14:14:56+0000,DO-001.mp3,2847491,25683092,F37979565D5F299F
184.97.132.8,16/Oct/2012:14:14:56+0000,DO-001.mp3,63657,25683092,7791A1D162DB5576
184.97.132.8,16/Oct/2012:14:14:57+0000,DO-001.mp3,72345,25683092,51CF70999C5A12EA
184.97.132.8,16/Oct/2012:14:14:58+0000,DO-001.mp3,80978,25683092,C3F0F0E56931892F
184.97.132.8,16/Oct/2012:14:14:59+0000,DO-001.mp3,105594,25683092,6DBFD723122DF7DD
184.97.132.8,16/Oct/2012:14:14:59+0000,DO-001.mp3,81033,25683092,5F25C1282F64C2E3
184.97.132.8,16/Oct/2012:14:15:00+0000,DO-001.mp3,46227,25683092,879A3DB28B4B5BD1
184.97.132.8,16/Oct/2012:14:15:00+0000,DO-001.mp3,89721,25683092,CF7750E922C362DF
184.97.132.8,16/Oct/2012:14:15:01+0000,DO-001.mp3,176546,25683092,ED7816270FBFFF93
184.97.132.8,16/Oct/2012:14:15:02+0000,DO-001.mp3,104999,25683092,A909597704D8C906
184.97.132.8,16/Oct/2012:14:15:02+0000,DO-001.mp3,65105,25683092,E9338A856C578F5A
184.97.132.8,16/Oct/2012:14:15:03+0000,DO-001.mp3,100699,25683092,BE515A209C826884
184.97.132.8,16/Oct/2012:14:15:04+0000,DO-001.mp3,104146,25683092,E0C62D5345D4862D
184.97.132.8,16/Oct/2012:14:15:04+0000,DO-001.mp3,63657,25683092,8EE4177AAC3E90C6
184.97.132.8,16/Oct/2012:14:15:05+0000,DO-001.mp3,195315,25683092,0923911F5121EDE9
184.97.132.8,16/Oct/2012:14:15:06+0000,DO-001.mp3,63657,25683092,14253F397FC77F44
184.97.132.8,16/Oct/2012:14:15:06+0000,DO-001.mp3,65105,25683092,75690EEEC4F301EF
184.97.132.8,16/Oct/2012:14:15:07+0000,DO-001.mp3,67946,25683092,D27EEE53498A6124
184.97.132.8,16/Oct/2012:14:15:08+0000,DO-001.mp3,66553,25683092,349BAF17286BABD5
184.97.132.8,16/Oct/2012:14:15:08+0000,DO-001.mp3,72345,25683092,E6ED385DB9BCDF72
184.97.132.8,16/Oct/2012:14:15:09+0000,DO-001.mp3,104146,25683092,A1ADCB3C3336DC18
184.97.132.8,16/Oct/2012:14:15:09+0000,DO-001.mp3,104146,25683092,F61C0C1180A96A02
184.97.132.8,16/Oct/2012:14:15:10+0000,DO-001.mp3,2309136,25683092,6A6501362E71B063
184.97.132.8,16/Oct/2012:14:15:11+0000,DO-001.mp3,62209,25683092,0F72AEC4F8D2B9C0
184.97.132.8,16/Oct/2012:14:15:11+0000,DO-001.mp3,63657,25683092,AB5B597C6EF18381
184.97.132.8,16/Oct/2012:14:15:12+0000,DO-001.mp3,63602,25683092,ABEA9FEECFB69BFB
184.97.132.8,16/Oct/2012:14:15:13+0000,DO-001.mp3,34752,25683092,783FA766DCE73A19
184.97.132.8,16/Oct/2012:14:15:13+0000,DO-001.mp3,39041,25683092,F2C19B1E4BC8F9C2
184.97.132.8,16/Oct/2012:14:15:14+0000,DO-001.mp3,34146,25683092,60DEA35004880389
184.97.132.8,16/Oct/2012:14:15:15+0000,DO-001.mp3,34697,25683092,795F0047A8597178
184.97.132.8,16/Oct/2012:14:15:16+0000,DO-001.mp3,34146,25683092,D1E5B2F333469A1B
184.97.132.8,16/Oct/2012:14:15:17+0000,DO-001.mp3,40784,25683092,9966D4A4894F7BD2
184.97.132.8,16/Oct/2012:14:15:17+0000,DO-001.mp3,40891,25683092,2AF80D1E071B8F38
184.97.132.8,16/Oct/2012:14:15:18+0000,DO-001.mp3,34752,25683092,3502781E2B4C8D33
184.97.132.8,16/Oct/2012:14:15:19+0000,DO-001.mp3,40489,25683092,B3C4D31F4B61C9F1
184.97.132.8,16/Oct/2012:14:15:20+0000,DO-001.mp3,37042,25683092,F0CC38040335990C
184.97.132.8,16/Oct/2012:14:15:21+0000,DO-001.mp3,40489,25683092,61862202677498F0
184.97.132.8,16/Oct/2012:14:15:22+0000,DO-001.mp3,40489,25683092,B065FFCE74B4FCF8
184.97.132.8,16/Oct/2012:14:15:23+0000,DO-001.mp3,33487,25683092,F04C11A92AC83D00
184.97.132.8,16/Oct/2012:14:15:23+0000,DO-001.mp3,40544,25683092,2D387F9DE2631E0E
184.97.132.8,16/Oct/2012:14:15:24+0000,DO-001.mp3,40544,25683092,751A74A114CF9331
184.97.132.8,16/Oct/2012:14:15:25+0000,DO-001.mp3,35541,25683092,227D5E98CD06252F
184.97.132.8,16/Oct/2012:14:15:26+0000,DO-001.mp3,34697,25683092,AEA1E343200F75D4
184.97.132.8,16/Oct/2012:14:15:27+0000,DO-001.mp3,32702,25683092,09D724F14D00B7DA
184.97.132.8,16/Oct/2012:14:15:28+0000,DO-001.mp3,36145,25683092,B4E9688F644599A5
184.97.132.8,16/Oct/2012:14:15:28+0000,DO-001.mp3,628704,25683092,632E1838C8BE7F0F
184.97.132.8,16/Oct/2012:14:15:30+0000,DO-001.mp3,32592,25683092,C40FB48BAC5CA582
184.97.132.8,16/Oct/2012:14:15:31+0000,DO-001.mp3,34146,25683092,9C81F1C37FF02039
184.97.132.8,16/Oct/2012:14:15:31+0000,DO-001.mp3,39041,25683092,0A61FB355631C3CB
184.97.132.8,16/Oct/2012:14:15:32+0000,DO-001.mp3,40489,25683092,12F37FB711448172
184.97.132.8,16/Oct/2012:14:15:33+0000,DO-001.mp3,28960,25683092,6A15AB23552F9FBD
184.97.132.8,16/Oct/2012:14:15:33+0000,DO-001.mp3,34752,25683092,9468971C37BD0FE5
184.97.132.8,16/Oct/2012:14:15:34+0000,DO-001.mp3,40838,25683092,D20772C304626B53
184.97.132.8,16/Oct/2012:14:15:35+0000,DO-001.mp3,37036,25683092,A16AEBD37F1EDD4B
184.97.132.8,16/Oct/2012:14:15:36+0000,DO-001.mp3,36439,25683092,000A8D4BF305C471
184.97.132.8,16/Oct/2012:14:15:37+0000,DO-001.mp3,37593,25683092,48939014019698A1
184.97.132.8,16/Oct/2012:14:15:37+0000,DO-001.mp3,40489,25683092,85A20D86724EBEE8
184.97.132.8,16/Oct/2012:14:15:38+0000,DO-001.mp3,31801,25683092,B11AF54906069731
184.97.132.8,16/Oct/2012:14:15:39+0000,DO-001.mp3,40676,25683092,1D9D81FEF1ADC8B8
184.97.132.8,16/Oct/2012:14:15:40+0000,DO-001.mp3,34752,25683092,9A6CB8EC14912C96
184.97.132.8,16/Oct/2012:14:15:41+0000,DO-001.mp3,40434,25683092,6EA5435B47DC13AA
184.97.132.8,16/Oct/2012:14:15:41+0000,DO-001.mp3,40544,25683092,84C50E48704CC054
184.97.132.8,16/Oct/2012:14:15:42+0000,DO-001.mp3,40434,25683092,5325F7354FAC1945
184.97.132.8,16/Oct/2012:14:15:43+0000,DO-001.mp3,38986,25683092,D878A231753D0AE4
184.97.132.8,16/Oct/2012:14:15:44+0000,DO-001.mp3,39041,25683092,EEF4E93DA685B257
184.97.132.8,16/Oct/2012:14:15:45+0000,DO-001.mp3,39041,25683092,4F770B41CF784B34
184.97.132.8,16/Oct/2012:14:15:46+0000,DO-001.mp3,37593,25683092,22B0A62F1E287C30
184.97.132.8,16/Oct/2012:14:15:47+0000,DO-001.mp3,39491,25683092,DE9C8C73F0CC1B7D
184.97.132.8,16/Oct/2012:14:15:47+0000,DO-001.mp3,40622,25683092,78B17237557A7A88
184.97.132.8,16/Oct/2012:14:15:48+0000,DO-001.mp3,40489,25683092,94EC6076ACCEB8B9
184.97.132.8,16/Oct/2012:14:15:49+0000,DO-001.mp3,40489,25683092,69741319B28C9A29
184.97.132.8,16/Oct/2012:14:15:50+0000,DO-001.mp3,34643,25683092,A5C8644302FCE94E
184.97.132.8,16/Oct/2012:14:15:50+0000,DO-001.mp3,37593,25683092,4BD969E65DE588C0
184.97.132.8,16/Oct/2012:14:15:51+0000,DO-001.mp3,31856,25683092,94EED37FA461C8E7
184.97.132.8,16/Oct/2012:14:15:52+0000,DO-001.mp3,37648,25683092,51E024EC6398A564
184.97.132.8,16/Oct/2012:14:15:53+0000,DO-001.mp3,36200,25683092,E770FFBF9118A2CF
184.97.132.8,16/Oct/2012:14:15:54+0000,DO-001.mp3,39993,25683092,680DD242A87BF073
184.97.132.8,16/Oct/2012:14:15:55+0000,DO-001.mp3,37593,25683092,EABC676DE3E66E24
184.97.132.8,16/Oct/2012:14:15:55+0000,DO-001.mp3,40730,25683092,347CC93C0CA2E8BE
184.97.132.8,16/Oct/2012:14:15:56+0000,DO-001.mp3,40434,25683092,ABC883AC6C1C5E85
184.97.132.8,16/Oct/2012:14:15:57+0000,DO-001.mp3,40489,25683092,D445DB505C98F476
184.97.132.8,16/Oct/2012:14:15:58+0000,DO-001.mp3,34752,25683092,860B11E3709DBC49
184.97.132.8,16/Oct/2012:14:15:59+0000,DO-001.mp3,36988,25683092,DD1A44078E469EC3
184.97.132.8,16/Oct/2012:14:15:59+0000,DO-001.mp3,37648,25683092,E3AFA11A367ADDC9
184.97.132.8,16/Oct/2012:14:16:00+0000,DO-001.mp3,40489,25683092,C8D201999F646D00
184.97.132.8,16/Oct/2012:14:16:01+0000,DO-001.mp3,31305,25683092,F1549F952E509780
184.97.132.8,16/Oct/2012:14:16:02+0000,DO-001.mp3,40489,25683092,2EBE2C87333AB2C5
184.97.132.8,16/Oct/2012:14:16:03+0000,DO-001.mp3,34697,25683092,C33C7971703667E5
184.97.132.8,16/Oct/2012:14:16:04+0000,DO-001.mp3,28960,25683092,90BD4C65434F63CD
184.97.132.8,16/Oct/2012:14:16:04+0000,DO-001.mp3,34201,25683092,F48361725D3828A6
184.97.132.8,16/Oct/2012:14:16:05+0000,DO-001.mp3,39096,25683092,9A185454ECC7E4A4
184.97.132.8,16/Oct/2012:14:16:06+0000,DO-001.mp3,40730,25683092,9DF5F163C0FDD831
184.97.132.8,16/Oct/2012:14:16:07+0000,DO-001.mp3,36934,25683092,84FD0B3B4C89FD12
184.97.132.8,16/Oct/2012:14:16:08+0000,DO-001.mp3,37593,25683092,11A9242C1E9CA8CB
184.97.132.8,16/Oct/2012:14:16:08+0000,DO-001.mp3,37593,25683092,3E40BF8AC2BD00EF
184.97.132.8,16/Oct/2012:14:16:09+0000,DO-001.mp3,36989,25683092,5B96DFE8C777899D
184.97.132.8,16/Oct/2012:14:16:10+0000,DO-001.mp3,37648,25683092,43DFA0E25AD6BF61
184.97.132.8,16/Oct/2012:14:16:11+0000,DO-001.mp3,36200,25683092,DC1FB1F3584DDEF0
184.97.132.8,16/Oct/2012:14:16:12+0000,DO-001.mp3,37648,25683092,263BA64B1D60638A
184.97.132.8,16/Oct/2012:14:16:13+0000,DO-001.mp3,103650,25683092,9A1715DA707E0D57
184.97.132.8,16/Oct/2012:14:16:13+0000,DO-001.mp3,88163,25683092,7E93B06AEC011BE2
184.97.132.8,16/Oct/2012:14:16:14+0000,DO-001.mp3,72345,25683092,09AE22298242F101
184.97.132.8,16/Oct/2012:14:16:15+0000,DO-001.mp3,72290,25683092,27AECD6E494B67BB
184.97.132.8,16/Oct/2012:14:16:15+0000,DO-001.mp3,80978,25683092,B315263FAA2342B1
184.97.132.8,16/Oct/2012:14:16:16+0000,DO-001.mp3,88364,25683092,98273C7824F61925
184.97.132.8,16/Oct/2012:14:16:17+0000,DO-001.mp3,72345,25683092,DBB0FD3F1648AEF2
184.97.132.8,16/Oct/2012:14:16:17+0000,DO-001.mp3,74824,25683092,25EA1731112EF523
184.97.132.8,16/Oct/2012:14:16:18+0000,DO-001.mp3,60875,25683092,AB003AF23B347B88
184.97.132.8,16/Oct/2012:14:16:19+0000,DO-001.mp3,47335,25683092,BAD26BF46BB25E7A
184.97.132.8,16/Oct/2012:14:16:19+0000,DO-001.mp3,54105,25683092,7BC1F0645DD5EFD0
184.97.132.8,16/Oct/2012:14:16:20+0000,DO-001.mp3,38744,25683092,5B44B144B5383FB8
184.97.132.8,16/Oct/2012:14:16:21+0000,DO-001.mp3,23383,25683092,969FA33C991E7320
184.97.132.8,16/Oct/2012:14:16:21+0000,DO-001.mp3,31974,25683092,15291074A3DE3EF6
184.97.132.8,16/Oct/2012:14:16:22+0000,DO-001.mp3,16613,25683092,A55DE14A5F2BEA4B
184.97.132.8,16/Oct/2012:14:16:23+0000,DO-001.mp3,65105,25683092,D9447D887C2CFA1B
184.97.132.8,16/Oct/2012:14:16:23+0000,DO-001.mp3,9843,25683092,AA8E5C833071ACD2
184.97.132.8,16/Oct/2012:14:16:24+0000,DO-001.mp3,101250,25683092,575DAE39C2A17086
184.97.132.8,16/Oct/2012:14:16:24+0000,DO-001.mp3,81033,25683092,0C6635BA228E08DA
184.97.132.8,16/Oct/2012:14:16:25+0000,DO-001.mp3,1661545,25683092,498AB187C2E962F0
184.97.132.8,16/Oct/2012:14:16:26+0000,DO-001.mp3,104092,25683092,87B4BC57D24E92CE
184.97.132.8,16/Oct/2012:14:16:26+0000,DO-001.mp3,89666,25683092,626585A6F44F7A63
184.97.132.8,16/Oct/2012:14:16:27+0000,DO-001.mp3,72345,25683092,10A64587CB9C73A3
184.97.132.8,16/Oct/2012:14:16:28+0000,DO-001.mp3,104146,25683092,410B8C7DA80CDC41
184.97.132.8,16/Oct/2012:14:16:28+0000,DO-001.mp3,89666,25683092,C1CBB44D732E7C7C
184.97.132.8,16/Oct/2012:14:16:29+0000,DO-001.mp3,73684,25683092,A1B1BDC5D20BEED8
184.97.132.8,16/Oct/2012:14:16:30+0000,DO-001.mp3,65105,25683092,2A4E159D9A217187
184.97.132.8,16/Oct/2012:14:16:30+0000,DO-001.mp3,66553,25683092,109539ADC8687C66
184.97.132.8,16/Oct/2012:14:16:31+0000,DO-001.mp3,2407972,25683092,341ED7B2C61B3EAB
184.97.132.8,16/Oct/2012:14:16:32+0000,DO-001.mp3,63657,25683092,B3D1DA12A20272C8
184.97.132.8,16/Oct/2012:14:16:32+0000,DO-001.mp3,72345,25683092,ACE2D6FFE05DFD66
184.97.132.8,16/Oct/2012:14:16:33+0000,DO-001.mp3,59313,25683092,01C7CB1D23B2A398
184.97.132.8,16/Oct/2012:14:16:34+0000,DO-001.mp3,2643167,25683092,DBEBA5411715D201
184.97.132.8,16/Oct/2012:14:16:34+0000,DO-001.mp3,98354,25683092,DABB7737AEED4534
184.97.132.8,16/Oct/2012:14:16:35+0000,DO-001.mp3,65105,25683092,75A3F46381DBED90
184.97.132.8,16/Oct/2012:14:16:36+0000,DO-001.mp3,63657,25683092,2F1153E602CF0D21
184.97.132.8,16/Oct/2012:14:16:37+0000,DO-001.mp3,67799,25683092,9C6B18D6E16AE4E4
184.97.132.8,16/Oct/2012:14:16:37+0000,DO-001.mp3,69449,25683092,422A6DA613018AFE
184.97.132.8,16/Oct/2012:14:16:38+0000,DO-001.mp3,63657,25683092,311DCE300BACC579
184.97.132.8,16/Oct/2012:14:16:38+0000,DO-001.mp3,81033,25683092,BD9A160FFAAB0C74
184.97.132.8,16/Oct/2012:14:16:39+0000,DO-001.mp3,66498,25683092,BC3683254CC405F2
184.97.132.8,16/Oct/2012:14:16:40+0000,DO-001.mp3,56417,25683092,808DAA0FE0FC7DDF
184.97.132.8,16/Oct/2012:14:16:40+0000,DO-001.mp3,63657,25683092,62EE894E7778DD8E
184.97.132.8,16/Oct/2012:14:16:41+0000,DO-001.mp3,1933108,25683092,CD8F329A92B1C8ED
184.97.132.8,16/Oct/2012:14:16:42+0000,DO-001.mp3,253180,25683092,40299979EE6A6B8B
184.97.132.8,16/Oct/2012:14:16:43+0000,DO-001.mp3,2915232,25683092,0E0BD49FA0F2F06A
184.97.132.8,16/Oct/2012:14:16:43+0000,DO-001.mp3,88273,25683092,E78461FC7441A9DD
184.97.132.8,16/Oct/2012:14:16:44+0000,DO-001.mp3,209740,25683092,3782AC695852DE9C
184.97.132.8,16/Oct/2012:14:16:45+0000,DO-001.mp3,104146,25683092,CF60F06014994A47
184.97.132.8,16/Oct/2012:14:16:45+0000,DO-001.mp3,72345,25683092,E3927036EC8E0E38
184.97.132.8,16/Oct/2012:14:16:46+0000,DO-001.mp3,52073,25683092,D7D0FE50588D59DE
184.97.132.8,16/Oct/2012:14:16:47+0000,DO-001.mp3,105649,25683092,770D0CC34303CCF7
184.97.132.8,16/Oct/2012:14:16:47+0000,DO-001.mp3,72345,25683092,C6084F6F6F5B0AE7
184.97.132.8,16/Oct/2012:14:16:48+0000,DO-001.mp3,105594,25683092,0D0960AD85A1D6AB
184.97.132.8,16/Oct/2012:14:16:49+0000,DO-001.mp3,63657,25683092,40910FE331C51F61
184.97.132.8,16/Oct/2012:14:16:49+0000,DO-001.mp3,66553,25683092,71A761A1EC805301
184.97.132.8,16/Oct/2012:14:16:50+0000,DO-001.mp3,63657,25683092,943359D93C21213A
184.97.132.8,16/Oct/2012:14:16:51+0000,DO-001.mp3,105594,25683092,E9091AFFB7089EF6
184.97.132.8,16/Oct/2012:14:16:51+0000,DO-001.mp3,72511,25683092,56DD589707902E1B
184.97.132.8,16/Oct/2012:14:16:52+0000,DO-001.mp3,63602,25683092,41DE5CC26F85CC21
184.97.132.8,16/Oct/2012:14:16:53+0000,DO-001.mp3,60706,25683092,0FDE450B7AB0B298
184.97.132.8,16/Oct/2012:14:16:53+0000,DO-001.mp3,60761,25683092,9B818125299336D4
184.97.132.8,16/Oct/2012:14:16:54+0000,DO-001.mp3,102510,25683092,6F4D4097BB23B098
184.97.132.8,16/Oct/2012:14:16:54+0000,DO-001.mp3,66553,25683092,8347C826C76BEECB
184.97.132.8,16/Oct/2012:14:16:55+0000,DO-001.mp3,1812582,25683092,823DF678EF52004A
184.97.132.8,16/Oct/2012:14:16:56+0000,DO-001.mp3,105594,25683092,B93C636D6F7408B1
184.97.132.8,16/Oct/2012:14:16:56+0000,DO-001.mp3,70897,25683092,2ABAA119D07328E7
184.97.132.8,16/Oct/2012:14:16:57+0000,DO-001.mp3,130210,25683092,BDC186DC4F67F7E1
